,Date
5694,25/08/2020
5695,25/08/2020
5696,25/08/2020
5697,25/08/2020
5698,25/08/2020
5699,25/08/2020
5700,25/08/2020
5701,25/08/2020
5702,25/08/2020
5703,26/08/2020
5704,26/08/2020
5705,26/08/2020
5706,26/08/2020
5707,26/08/2020
5708,26/08/2020
5709,26/08/2020
5710,26/08/2020
5711,26/08/2020
5712,26/08/2020
5713,26/08/2020
5714,26/08/2020
5715,26/08/2020
5716,26/08/2020
5717,26/08/2020
5718,26/08/2020
5719,26/08/2020
5720,26/08/2020
5721,26/08/2020
5722,26/08/2020
5723,26/08/2020
5724,26/08/2020
5725,26/08/2020
5726,26/08/2020
5727,27/08/2020
5728,27/08/2020
5729,27/08/2020
5730,27/08/2020
5731,27/08/2020
5732,27/08/2020
5733,27/08/2020
5734,27/08/2020
5735,27/08/2020
5736,27/08/2020
5737,27/08/2020
5738,27/08/2020
5739,27/08/2020
5740,27/08/2020
5741,27/08/2020
5742,27/08/2020
5743,27/08/2020
5744,27/08/2020
5745,27/08/2020
5746,27/08/2020
5747,27/08/2020
5748,27/08/2020
5749,27/08/2020
5750,27/08/2020
5751,28/08/2020
5752,28/08/2020
5753,28/08/2020
5754,28/08/2020
5755,28/08/2020
5756,28/08/2020
5757,28/08/2020
5758,28/08/2020
5759,28/08/2020
5760,28/08/2020
5761,28/08/2020
5762,28/08/2020
5763,28/08/2020
5764,28/08/2020
5765,28/08/2020
5766,28/08/2020
5767,28/08/2020
5768,28/08/2020
5769,28/08/2020
5770,28/08/2020
5771,28/08/2020
5772,28/08/2020
5773,28/08/2020
5774,28/08/2020
5775,29/08/2020
5776,29/08/2020
5777,29/08/2020
5778,29/08/2020
5779,29/08/2020
5780,29/08/2020
5781,29/08/2020
5782,29/08/2020
5783,29/08/2020
5784,29/08/2020
5785,29/08/2020
5786,29/08/2020
5787,29/08/2020
5788,29/08/2020
5789,29/08/2020
5790,29/08/2020
5791,29/08/2020
5792,29/08/2020
5793,29/08/2020
5794,29/08/2020
5795,29/08/2020
5796,29/08/2020
5797,29/08/2020
5798,29/08/2020
5799,30/08/2020
5800,30/08/2020
5801,30/08/2020
5802,30/08/2020
5803,30/08/2020
5804,30/08/2020
5805,30/08/2020
5806,30/08/2020
5807,30/08/2020
5808,30/08/2020
5809,30/08/2020
5810,30/08/2020
5811,30/08/2020
5812,30/08/2020
5813,30/08/2020
5814,30/08/2020
5815,30/08/2020
5816,30/08/2020
5817,30/08/2020
5818,30/08/2020
5819,30/08/2020
5820,30/08/2020
5821,30/08/2020
5822,30/08/2020
5823,31/08/2020
5824,31/08/2020
5825,31/08/2020
5826,31/08/2020
5827,31/08/2020
5828,31/08/2020
5829,31/08/2020
5830,31/08/2020
5831,31/08/2020
5832,31/08/2020
5833,31/08/2020
5834,31/08/2020
5835,31/08/2020
5836,31/08/2020
5837,31/08/2020
5838,31/08/2020
5839,31/08/2020
5840,31/08/2020
5841,31/08/2020
5842,31/08/2020
5843,31/08/2020
5844,31/08/2020
5845,31/08/2020
5846,31/08/2020
5847,01/09/2020
5848,01/09/2020
5849,01/09/2020
5850,01/09/2020
5851,01/09/2020
5852,01/09/2020
5853,01/09/2020
5854,01/09/2020
5855,01/09/2020
5856,01/09/2020
5857,01/09/2020
5858,01/09/2020
5859,01/09/2020
5860,01/09/2020
5861,01/09/2020
5862,01/09/2020
5863,01/09/2020
5864,01/09/2020
5865,01/09/2020
5866,01/09/2020
5867,01/09/2020
5868,01/09/2020
5869,01/09/2020
5870,01/09/2020
5871,02/09/2020
5872,02/09/2020
5873,02/09/2020
5874,02/09/2020
5875,02/09/2020
5876,02/09/2020
5877,02/09/2020
5878,02/09/2020
5879,02/09/2020
5880,02/09/2020
5881,02/09/2020
5882,02/09/2020
5883,02/09/2020
5884,02/09/2020
5885,02/09/2020
5886,02/09/2020
5887,02/09/2020
5888,02/09/2020
5889,02/09/2020
5890,02/09/2020
5891,02/09/2020
5892,02/09/2020
5893,02/09/2020
5894,02/09/2020
5895,03/09/2020
5896,03/09/2020
5897,03/09/2020
5898,03/09/2020
5899,03/09/2020
5900,03/09/2020
5901,03/09/2020
5902,03/09/2020
5903,03/09/2020
5904,03/09/2020
5905,03/09/2020
5906,03/09/2020
5907,03/09/2020
5908,03/09/2020
5909,03/09/2020
5910,03/09/2020
5911,03/09/2020
5912,03/09/2020
5913,03/09/2020
5914,03/09/2020
5915,03/09/2020
5916,03/09/2020
5917,03/09/2020
5918,03/09/2020
5919,04/09/2020
5920,04/09/2020
5921,04/09/2020
5922,04/09/2020
5923,04/09/2020
5924,04/09/2020
5925,04/09/2020
5926,04/09/2020
5927,04/09/2020
5928,04/09/2020
5929,04/09/2020
5930,04/09/2020
5931,04/09/2020
5932,04/09/2020
5933,04/09/2020
5934,04/09/2020
5935,04/09/2020
5936,04/09/2020
5937,04/09/2020
5938,04/09/2020
5939,04/09/2020
5940,04/09/2020
5941,04/09/2020
5942,04/09/2020
5943,05/09/2020
5944,05/09/2020
5945,05/09/2020
5946,05/09/2020
5947,05/09/2020
5948,05/09/2020
5949,05/09/2020
5950,05/09/2020
5951,05/09/2020
5952,05/09/2020
5953,05/09/2020
5954,05/09/2020
5955,05/09/2020
5956,05/09/2020
5957,05/09/2020
5958,05/09/2020
5959,05/09/2020
5960,05/09/2020
5961,05/09/2020
5962,05/09/2020
5963,05/09/2020
5964,05/09/2020
5965,05/09/2020
5966,05/09/2020
5967,06/09/2020
5968,06/09/2020
5969,06/09/2020
5970,06/09/2020
5971,06/09/2020
5972,06/09/2020
5973,06/09/2020
5974,06/09/2020
5975,06/09/2020
5976,06/09/2020
5977,06/09/2020
5978,06/09/2020
5979,06/09/2020
5980,06/09/2020
5981,06/09/2020
5982,06/09/2020
5983,06/09/2020
5984,06/09/2020
5985,06/09/2020
5986,06/09/2020
5987,06/09/2020
5988,06/09/2020
5989,06/09/2020
5990,06/09/2020
5991,07/09/2020
5992,07/09/2020
5993,07/09/2020
5994,07/09/2020
5995,07/09/2020
5996,07/09/2020
5997,07/09/2020
5998,07/09/2020
5999,07/09/2020
6000,07/09/2020
6001,07/09/2020
6002,07/09/2020
6003,07/09/2020
6004,07/09/2020
6005,07/09/2020
6006,07/09/2020
6007,07/09/2020
6008,07/09/2020
6009,07/09/2020
6010,07/09/2020
6011,07/09/2020
6012,07/09/2020
6013,07/09/2020
6014,07/09/2020
6015,08/09/2020
6016,08/09/2020
6017,08/09/2020
6018,08/09/2020
6019,08/09/2020
6020,08/09/2020
6021,08/09/2020
6022,08/09/2020
6023,08/09/2020
6024,08/09/2020
6025,08/09/2020
6026,08/09/2020
6027,08/09/2020
6028,08/09/2020
6029,08/09/2020
6030,08/09/2020
6031,08/09/2020
6032,08/09/2020
6033,08/09/2020
6034,08/09/2020
6035,08/09/2020
6036,08/09/2020
6037,08/09/2020
6038,08/09/2020
6039,09/09/2020
6040,09/09/2020
6041,09/09/2020
6042,09/09/2020
6043,09/09/2020
6044,09/09/2020
6045,09/09/2020
6046,09/09/2020
6047,09/09/2020
6048,09/09/2020
6049,09/09/2020
6050,09/09/2020
6051,09/09/2020
6052,09/09/2020
6053,09/09/2020
6054,09/09/2020
6055,09/09/2020
6056,09/09/2020
6057,09/09/2020
6058,09/09/2020
6059,09/09/2020
6060,09/09/2020
6061,09/09/2020
6062,09/09/2020
6063,10/09/2020
6064,10/09/2020
6065,10/09/2020
6066,10/09/2020
6067,10/09/2020
6068,10/09/2020
6069,10/09/2020
6070,10/09/2020
6071,10/09/2020
6072,10/09/2020
6073,10/09/2020
6074,10/09/2020
6075,10/09/2020
6076,10/09/2020
6077,10/09/2020
6078,10/09/2020
6079,10/09/2020
6080,10/09/2020
6081,10/09/2020
6082,10/09/2020
6083,10/09/2020
6084,10/09/2020
6085,10/09/2020
6086,10/09/2020
6087,11/09/2020
6088,11/09/2020
6089,11/09/2020
6090,11/09/2020
6091,11/09/2020
6092,11/09/2020
6093,11/09/2020
6094,11/09/2020
6095,11/09/2020
6096,11/09/2020
6097,11/09/2020
6098,11/09/2020
6099,11/09/2020
6100,11/09/2020
6101,11/09/2020
6102,11/09/2020
6103,11/09/2020
6104,11/09/2020
6105,11/09/2020
6106,11/09/2020
6107,11/09/2020
6108,11/09/2020
6109,11/09/2020
6110,11/09/2020
6111,12/09/2020
6112,12/09/2020
6113,12/09/2020
6114,12/09/2020
6115,12/09/2020
6116,12/09/2020
6117,12/09/2020
6118,12/09/2020
6119,12/09/2020
6120,12/09/2020
6121,12/09/2020
6122,12/09/2020
6123,12/09/2020
6124,12/09/2020
6125,12/09/2020
6126,12/09/2020
6127,12/09/2020
6128,12/09/2020
6129,12/09/2020
6130,12/09/2020
6131,12/09/2020
6132,12/09/2020
6133,12/09/2020
6134,12/09/2020
6135,13/09/2020
6136,13/09/2020
6137,13/09/2020
6138,13/09/2020
6139,13/09/2020
6140,13/09/2020
6141,13/09/2020
6142,13/09/2020
6143,13/09/2020
6144,13/09/2020
6145,13/09/2020
6146,13/09/2020
6147,13/09/2020
6148,13/09/2020
6149,13/09/2020
6150,13/09/2020
6151,13/09/2020
6152,13/09/2020
6153,13/09/2020
6154,13/09/2020
6155,13/09/2020
6156,13/09/2020
6157,13/09/2020
6158,13/09/2020
6159,14/09/2020
6160,14/09/2020
6161,14/09/2020
6162,14/09/2020
6163,14/09/2020
6164,14/09/2020
6165,14/09/2020
6166,14/09/2020
6167,14/09/2020
6168,14/09/2020
6169,14/09/2020
6170,14/09/2020
6171,14/09/2020
6172,14/09/2020
6173,14/09/2020
6174,14/09/2020
6175,14/09/2020
6176,14/09/2020
6177,14/09/2020
6178,14/09/2020
6179,14/09/2020
6180,14/09/2020
6181,14/09/2020
6182,14/09/2020
6183,15/09/2020
6184,15/09/2020
6185,15/09/2020
6186,15/09/2020
6187,15/09/2020
6188,15/09/2020
6189,15/09/2020
6190,15/09/2020
6191,15/09/2020
6192,15/09/2020
6193,15/09/2020
6194,15/09/2020
6195,15/09/2020
6196,15/09/2020
6197,15/09/2020
6198,15/09/2020
6199,15/09/2020
6200,15/09/2020
6201,15/09/2020
6202,15/09/2020
6203,15/09/2020
6204,15/09/2020
6205,15/09/2020
6206,15/09/2020
6207,16/09/2020
6208,16/09/2020
6209,16/09/2020
6210,16/09/2020
6211,16/09/2020
6212,16/09/2020
6213,16/09/2020
6214,16/09/2020
6215,16/09/2020
6216,16/09/2020
6217,16/09/2020
6218,16/09/2020
6219,16/09/2020
6220,16/09/2020
6221,16/09/2020
6222,16/09/2020
6223,16/09/2020
6224,16/09/2020
6225,16/09/2020
6226,16/09/2020
6227,16/09/2020
6228,16/09/2020
6229,16/09/2020
6230,16/09/2020
6231,17/09/2020
6232,17/09/2020
6233,17/09/2020
6234,17/09/2020
6235,17/09/2020
6236,17/09/2020
6237,17/09/2020
6238,17/09/2020
6239,17/09/2020
6240,17/09/2020
6241,17/09/2020
6242,17/09/2020
6243,17/09/2020
6244,17/09/2020
6245,17/09/2020
6246,17/09/2020
6247,17/09/2020
6248,17/09/2020
6249,17/09/2020
6250,17/09/2020
6251,17/09/2020
6252,17/09/2020
6253,17/09/2020
6254,17/09/2020
6255,18/09/2020
6256,18/09/2020
6257,18/09/2020
6258,18/09/2020
6259,18/09/2020
6260,18/09/2020
6261,18/09/2020
6262,18/09/2020
6263,18/09/2020
6264,18/09/2020
6265,18/09/2020
6266,18/09/2020
6267,18/09/2020
6268,18/09/2020
6269,18/09/2020
6270,18/09/2020
6271,18/09/2020
6272,18/09/2020
6273,18/09/2020
6274,18/09/2020
6275,18/09/2020
6276,18/09/2020
6277,18/09/2020
6278,18/09/2020
6279,19/09/2020
6280,19/09/2020
6281,19/09/2020
6282,19/09/2020
6283,19/09/2020
6284,19/09/2020
6285,19/09/2020
6286,19/09/2020
6287,19/09/2020
6288,19/09/2020
6289,19/09/2020
6290,19/09/2020
6291,19/09/2020
6292,19/09/2020
6293,19/09/2020
6294,19/09/2020
6295,19/09/2020
6296,19/09/2020
6297,19/09/2020
6298,19/09/2020
6299,19/09/2020
6300,19/09/2020
6301,19/09/2020
6302,19/09/2020
6303,20/09/2020
6304,20/09/2020
6305,20/09/2020
6306,20/09/2020
6307,20/09/2020
6308,20/09/2020
6309,20/09/2020
6310,20/09/2020
6311,20/09/2020
6312,20/09/2020
6313,20/09/2020
6314,20/09/2020
6315,20/09/2020
6316,20/09/2020
6317,20/09/2020
6318,20/09/2020
6319,20/09/2020
6320,20/09/2020
6321,20/09/2020
6322,20/09/2020
6323,20/09/2020
6324,20/09/2020
6325,20/09/2020
6326,20/09/2020
6327,21/09/2020
6328,21/09/2020
6329,21/09/2020
6330,21/09/2020
6331,21/09/2020
6332,21/09/2020
6333,21/09/2020
6334,21/09/2020
6335,21/09/2020
6336,21/09/2020
6337,21/09/2020
6338,21/09/2020
6339,21/09/2020
6340,21/09/2020
6341,21/09/2020
6342,21/09/2020
6343,21/09/2020
6344,21/09/2020
6345,21/09/2020
6346,21/09/2020
6347,21/09/2020
6348,21/09/2020
6349,21/09/2020
6350,21/09/2020
6351,22/09/2020
6352,22/09/2020
6353,22/09/2020
6354,22/09/2020
6355,22/09/2020
6356,22/09/2020
6357,22/09/2020
6358,22/09/2020
6359,22/09/2020
6360,22/09/2020
6361,22/09/2020
6362,22/09/2020
6363,22/09/2020
6364,22/09/2020
6365,22/09/2020
6366,22/09/2020
6367,22/09/2020
6368,22/09/2020
6369,22/09/2020
6370,22/09/2020
6371,22/09/2020
6372,22/09/2020
6373,22/09/2020
6374,22/09/2020
6375,23/09/2020
6376,23/09/2020
6377,23/09/2020
6378,23/09/2020
6379,23/09/2020
6380,23/09/2020
6381,23/09/2020
6382,23/09/2020
6383,23/09/2020
6384,23/09/2020
6385,23/09/2020
6386,23/09/2020
6387,23/09/2020
6388,23/09/2020
6389,23/09/2020
6390,23/09/2020
6391,23/09/2020
6392,23/09/2020
6393,23/09/2020
6394,23/09/2020
6395,23/09/2020
6396,23/09/2020
6397,23/09/2020
6398,23/09/2020
6399,24/09/2020
6400,24/09/2020
6401,24/09/2020
6402,24/09/2020
6403,24/09/2020
6404,24/09/2020
6405,24/09/2020
6406,24/09/2020
6407,24/09/2020
6408,24/09/2020
6409,24/09/2020
6410,24/09/2020
6411,24/09/2020
6412,24/09/2020
6413,24/09/2020
6414,24/09/2020
6415,24/09/2020
6416,24/09/2020
6417,24/09/2020
6418,24/09/2020
6419,24/09/2020
6420,24/09/2020
6421,24/09/2020
6422,24/09/2020
6423,25/09/2020
6424,25/09/2020
6425,25/09/2020
6426,25/09/2020
6427,25/09/2020
6428,25/09/2020
6429,25/09/2020
6430,25/09/2020
6431,25/09/2020
6432,25/09/2020
6433,25/09/2020
6434,25/09/2020
6435,25/09/2020
6436,25/09/2020
6437,25/09/2020
6438,25/09/2020
6439,25/09/2020
6440,25/09/2020
6441,25/09/2020
6442,25/09/2020
6443,25/09/2020
6444,25/09/2020
6445,25/09/2020
6446,25/09/2020
6447,26/09/2020
6448,26/09/2020
6449,26/09/2020
6450,26/09/2020
6451,26/09/2020
6452,26/09/2020
6453,26/09/2020
6454,26/09/2020
6455,26/09/2020
6456,26/09/2020
6457,26/09/2020
6458,26/09/2020
6459,26/09/2020
6460,26/09/2020
6461,26/09/2020
6462,26/09/2020
6463,26/09/2020
6464,26/09/2020
6465,26/09/2020
6466,26/09/2020
6467,26/09/2020
6468,26/09/2020
6469,26/09/2020
6470,26/09/2020
6471,27/09/2020
6472,27/09/2020
6473,27/09/2020
6474,27/09/2020
6475,27/09/2020
6476,27/09/2020
6477,27/09/2020
6478,27/09/2020
6479,27/09/2020
6480,27/09/2020
6481,27/09/2020
6482,27/09/2020
6483,27/09/2020
6484,27/09/2020
6485,27/09/2020
6486,27/09/2020
6487,27/09/2020
6488,27/09/2020
6489,27/09/2020
6490,27/09/2020
6491,27/09/2020
6492,27/09/2020
6493,27/09/2020
6494,27/09/2020
6495,28/09/2020
6496,28/09/2020
6497,28/09/2020
6498,28/09/2020
6499,28/09/2020
6500,28/09/2020
6501,28/09/2020
6502,28/09/2020
6503,28/09/2020
6504,28/09/2020
6505,28/09/2020
6506,28/09/2020
6507,28/09/2020
6508,28/09/2020
6509,28/09/2020
6510,28/09/2020
6511,28/09/2020
6512,28/09/2020
6513,28/09/2020
6514,28/09/2020
6515,28/09/2020
6516,28/09/2020
6517,28/09/2020
6518,28/09/2020
6519,29/09/2020
6520,29/09/2020
6521,29/09/2020
6522,29/09/2020
6523,29/09/2020
6524,29/09/2020
6525,29/09/2020
6526,29/09/2020
6527,29/09/2020
6528,29/09/2020
6529,29/09/2020
6530,29/09/2020
6531,29/09/2020
6532,29/09/2020
6533,29/09/2020
6534,29/09/2020
6535,29/09/2020
6536,29/09/2020
6537,29/09/2020
6538,29/09/2020
6539,29/09/2020
6540,29/09/2020
6541,29/09/2020
6542,29/09/2020
6543,30/09/2020
6544,30/09/2020
6545,30/09/2020
6546,30/09/2020
6547,30/09/2020
6548,30/09/2020
6549,30/09/2020
6550,30/09/2020
6551,30/09/2020
6552,30/09/2020
6553,30/09/2020
6554,30/09/2020
6555,30/09/2020
6556,30/09/2020
6557,30/09/2020
6558,30/09/2020
6559,30/09/2020
6560,30/09/2020
6561,30/09/2020
6562,30/09/2020
6563,30/09/2020
6564,30/09/2020
6565,30/09/2020
6566,30/09/2020
6567,01/10/2020
6568,01/10/2020
6569,01/10/2020
6570,01/10/2020
6571,01/10/2020
6572,01/10/2020
6573,01/10/2020
6574,01/10/2020
6575,01/10/2020
6576,01/10/2020
6577,01/10/2020
6578,01/10/2020
6579,01/10/2020
6580,01/10/2020
6581,01/10/2020
6582,01/10/2020
6583,01/10/2020
6584,01/10/2020
6585,01/10/2020
6586,01/10/2020
6587,01/10/2020
6588,01/10/2020
6589,01/10/2020
6590,01/10/2020
6591,02/10/2020
6592,02/10/2020
6593,02/10/2020
6594,02/10/2020
6595,02/10/2020
6596,02/10/2020
6597,02/10/2020
6598,02/10/2020
6599,02/10/2020
6600,02/10/2020
6601,02/10/2020
6602,02/10/2020
6603,02/10/2020
6604,02/10/2020
6605,02/10/2020
6606,02/10/2020
6607,02/10/2020
6608,02/10/2020
6609,02/10/2020
6610,02/10/2020
6611,02/10/2020
6612,02/10/2020
6613,02/10/2020
6614,02/10/2020
6615,03/10/2020
6616,03/10/2020
6617,03/10/2020
6618,03/10/2020
6619,03/10/2020
6620,03/10/2020
6621,03/10/2020
6622,03/10/2020
6623,03/10/2020
6624,03/10/2020
6625,03/10/2020
6626,03/10/2020
6627,03/10/2020
6628,03/10/2020
6629,03/10/2020
6630,03/10/2020
6631,03/10/2020
6632,03/10/2020
6633,03/10/2020
6634,03/10/2020
6635,03/10/2020
6636,03/10/2020
6637,03/10/2020
6638,03/10/2020
6639,04/10/2020
6640,04/10/2020
6641,04/10/2020
6642,04/10/2020
6643,04/10/2020
6644,04/10/2020
6645,04/10/2020
6646,04/10/2020
6647,04/10/2020
6648,04/10/2020
6649,04/10/2020
6650,04/10/2020
6651,04/10/2020
6652,04/10/2020
6653,04/10/2020
6654,04/10/2020
6655,04/10/2020
6656,04/10/2020
6657,04/10/2020
6658,04/10/2020
6659,04/10/2020
6660,04/10/2020
6661,04/10/2020
6662,04/10/2020
6663,05/10/2020
6664,05/10/2020
6665,05/10/2020
6666,05/10/2020
6667,05/10/2020
6668,05/10/2020
6669,05/10/2020
6670,05/10/2020
6671,05/10/2020
6672,05/10/2020
6673,05/10/2020
6674,05/10/2020
6675,05/10/2020
6676,05/10/2020
6677,05/10/2020
6678,05/10/2020
6679,05/10/2020
6680,05/10/2020
6681,05/10/2020
6682,05/10/2020
6683,05/10/2020
6684,05/10/2020
6685,05/10/2020
6686,05/10/2020
6687,06/10/2020
6688,06/10/2020
6689,06/10/2020
6690,06/10/2020
6691,06/10/2020
6692,06/10/2020
6693,06/10/2020
6694,06/10/2020
6695,06/10/2020
6696,06/10/2020
6697,06/10/2020
6698,06/10/2020
6699,06/10/2020
6700,06/10/2020
6701,06/10/2020
6702,06/10/2020
6703,06/10/2020
6704,06/10/2020
6705,06/10/2020
6706,06/10/2020
6707,06/10/2020
6708,06/10/2020
6709,06/10/2020
6710,06/10/2020
6711,07/10/2020
6712,07/10/2020
6713,07/10/2020
6714,07/10/2020
6715,07/10/2020
6716,07/10/2020
6717,07/10/2020
6718,07/10/2020
6719,07/10/2020
6720,07/10/2020
6721,07/10/2020
6722,07/10/2020
6723,07/10/2020
6724,07/10/2020
6725,07/10/2020
6726,07/10/2020
6727,07/10/2020
6728,07/10/2020
6729,07/10/2020
6730,07/10/2020
6731,07/10/2020
6732,07/10/2020
6733,07/10/2020
6734,07/10/2020
6735,08/10/2020
6736,08/10/2020
6737,08/10/2020
6738,08/10/2020
6739,08/10/2020
6740,08/10/2020
6741,08/10/2020
6742,08/10/2020
6743,08/10/2020
6744,08/10/2020
6745,08/10/2020
6746,08/10/2020
6747,08/10/2020
6748,08/10/2020
6749,08/10/2020
6750,08/10/2020
6751,08/10/2020
6752,08/10/2020
6753,08/10/2020
6754,08/10/2020
6755,08/10/2020
6756,08/10/2020
6757,08/10/2020
6758,08/10/2020
6759,09/10/2020
6760,09/10/2020
6761,09/10/2020
6762,09/10/2020
6763,09/10/2020
6764,09/10/2020
6765,09/10/2020
6766,09/10/2020
6767,09/10/2020
6768,09/10/2020
6769,09/10/2020
6770,09/10/2020
6771,09/10/2020
6772,09/10/2020
6773,09/10/2020
6774,09/10/2020
6775,09/10/2020
6776,09/10/2020
6777,09/10/2020
6778,09/10/2020
6779,09/10/2020
6780,09/10/2020
6781,09/10/2020
6782,09/10/2020
6783,10/10/2020
6784,10/10/2020
6785,10/10/2020
6786,10/10/2020
6787,10/10/2020
6788,10/10/2020
6789,10/10/2020
6790,10/10/2020
6791,10/10/2020
6792,10/10/2020
6793,10/10/2020
6794,10/10/2020
6795,10/10/2020
6796,10/10/2020
6797,10/10/2020
6798,10/10/2020
6799,10/10/2020
6800,10/10/2020
6801,10/10/2020
6802,10/10/2020
6803,10/10/2020
6804,10/10/2020
6805,10/10/2020
6806,10/10/2020
6807,11/10/2020
6808,11/10/2020
6809,11/10/2020
6810,11/10/2020
6811,11/10/2020
6812,11/10/2020
6813,11/10/2020
6814,11/10/2020
6815,11/10/2020
6816,11/10/2020
6817,11/10/2020
6818,11/10/2020
6819,11/10/2020
6820,11/10/2020
6821,11/10/2020
6822,11/10/2020
6823,11/10/2020
6824,11/10/2020
6825,11/10/2020
6826,11/10/2020
6827,11/10/2020
6828,11/10/2020
6829,11/10/2020
6830,11/10/2020
6831,12/10/2020
6832,12/10/2020
6833,12/10/2020
6834,12/10/2020
6835,12/10/2020
6836,12/10/2020
6837,12/10/2020
6838,12/10/2020
6839,12/10/2020
6840,12/10/2020
6841,12/10/2020
6842,12/10/2020
6843,12/10/2020
6844,12/10/2020
6845,12/10/2020
6846,12/10/2020
6847,12/10/2020
6848,12/10/2020
6849,12/10/2020
6850,12/10/2020
6851,12/10/2020
6852,12/10/2020
6853,12/10/2020
6854,12/10/2020
6855,13/10/2020
6856,13/10/2020
6857,13/10/2020
6858,13/10/2020
6859,13/10/2020
6860,13/10/2020
6861,13/10/2020
6862,13/10/2020
6863,13/10/2020
6864,13/10/2020
6865,13/10/2020
6866,13/10/2020
6867,13/10/2020
6868,13/10/2020
6869,13/10/2020
6870,13/10/2020
6871,13/10/2020
6872,13/10/2020
6873,13/10/2020
6874,13/10/2020
6875,13/10/2020
6876,13/10/2020
6877,13/10/2020
6878,13/10/2020
6879,14/10/2020
6880,14/10/2020
6881,14/10/2020
6882,14/10/2020
6883,14/10/2020
6884,14/10/2020
6885,14/10/2020
6886,14/10/2020
6887,14/10/2020
6888,14/10/2020
6889,14/10/2020
6890,14/10/2020
6891,14/10/2020
6892,14/10/2020
6893,14/10/2020
6894,14/10/2020
6895,14/10/2020
6896,14/10/2020
6897,14/10/2020
6898,14/10/2020
6899,14/10/2020
6900,14/10/2020
6901,14/10/2020
6902,14/10/2020
6903,15/10/2020
6904,15/10/2020
6905,15/10/2020
6906,15/10/2020
6907,15/10/2020
6908,15/10/2020
6909,15/10/2020
6910,15/10/2020
6911,15/10/2020
6912,15/10/2020
6913,15/10/2020
6914,15/10/2020
6915,15/10/2020
6916,15/10/2020
6917,15/10/2020
6918,15/10/2020
6919,15/10/2020
6920,15/10/2020
6921,15/10/2020
6922,15/10/2020
6923,15/10/2020
6924,15/10/2020
6925,15/10/2020
6926,15/10/2020
6927,16/10/2020
6928,16/10/2020
6929,16/10/2020
6930,16/10/2020
6931,16/10/2020
6932,16/10/2020
6933,16/10/2020
6934,16/10/2020
6935,16/10/2020
6936,16/10/2020
6937,16/10/2020
6938,16/10/2020
6939,16/10/2020
6940,16/10/2020
6941,16/10/2020
6942,16/10/2020
6943,16/10/2020
6944,16/10/2020
6945,16/10/2020
6946,16/10/2020
6947,16/10/2020
6948,16/10/2020
6949,16/10/2020
6950,16/10/2020
6951,17/10/2020
6952,17/10/2020
6953,17/10/2020
6954,17/10/2020
6955,17/10/2020
6956,17/10/2020
6957,17/10/2020
6958,17/10/2020
6959,17/10/2020
6960,17/10/2020
6961,17/10/2020
6962,17/10/2020
6963,17/10/2020
6964,17/10/2020
6965,17/10/2020
6966,17/10/2020
6967,17/10/2020
6968,17/10/2020
6969,17/10/2020
6970,17/10/2020
6971,17/10/2020
6972,17/10/2020
6973,17/10/2020
6974,17/10/2020
6975,18/10/2020
6976,18/10/2020
6977,18/10/2020
6978,18/10/2020
6979,18/10/2020
6980,18/10/2020
6981,18/10/2020
6982,18/10/2020
6983,18/10/2020
6984,18/10/2020
6985,18/10/2020
6986,18/10/2020
6987,18/10/2020
6988,18/10/2020
6989,18/10/2020
6990,18/10/2020
6991,18/10/2020
6992,18/10/2020
6993,18/10/2020
6994,18/10/2020
6995,18/10/2020
6996,18/10/2020
6997,18/10/2020
6998,18/10/2020
6999,19/10/2020
7000,19/10/2020
7001,19/10/2020
7002,19/10/2020
7003,19/10/2020
7004,19/10/2020
7005,19/10/2020
7006,19/10/2020
7007,19/10/2020
7008,19/10/2020
7009,19/10/2020
7010,19/10/2020
7011,19/10/2020
7012,19/10/2020
7013,19/10/2020
7014,19/10/2020
7015,19/10/2020
7016,19/10/2020
7017,19/10/2020
7018,19/10/2020
7019,19/10/2020
7020,19/10/2020
7021,19/10/2020
7022,19/10/2020
7023,20/10/2020
7024,20/10/2020
7025,20/10/2020
7026,20/10/2020
7027,20/10/2020
7028,20/10/2020
7029,20/10/2020
7030,20/10/2020
7031,20/10/2020
7032,20/10/2020
7033,20/10/2020
7034,20/10/2020
7035,20/10/2020
7036,20/10/2020
7037,20/10/2020
7038,20/10/2020
7039,20/10/2020
7040,20/10/2020
7041,20/10/2020
7042,20/10/2020
7043,20/10/2020
7044,20/10/2020
7045,20/10/2020
7046,20/10/2020
7047,21/10/2020
7048,21/10/2020
7049,21/10/2020
7050,21/10/2020
7051,21/10/2020
7052,21/10/2020
7053,21/10/2020
7054,21/10/2020
7055,21/10/2020
7056,21/10/2020
7057,21/10/2020
7058,21/10/2020
7059,21/10/2020
7060,21/10/2020
7061,21/10/2020
7062,21/10/2020
7063,21/10/2020
7064,21/10/2020
7065,21/10/2020
7066,21/10/2020
7067,21/10/2020
7068,21/10/2020
7069,21/10/2020
7070,21/10/2020
7071,22/10/2020
7072,22/10/2020
7073,22/10/2020
7074,22/10/2020
7075,22/10/2020
7076,22/10/2020
7077,22/10/2020
7078,22/10/2020
7079,22/10/2020
7080,22/10/2020
7081,22/10/2020
7082,22/10/2020
7083,22/10/2020
7084,22/10/2020
7085,22/10/2020
7086,22/10/2020
7087,22/10/2020
7088,22/10/2020
7089,22/10/2020
7090,22/10/2020
7091,22/10/2020
7092,22/10/2020
