,Date
2896,30/04/2020
2897,01/05/2020
2898,01/05/2020
2899,01/05/2020
2900,01/05/2020
2901,01/05/2020
2902,01/05/2020
2903,01/05/2020
2904,01/05/2020
2905,01/05/2020
2906,01/05/2020
2907,01/05/2020
2908,01/05/2020
2909,01/05/2020
2910,01/05/2020
2911,01/05/2020
2912,01/05/2020
2913,01/05/2020
2914,01/05/2020
2915,01/05/2020
2916,01/05/2020
2917,01/05/2020
2918,01/05/2020
2919,01/05/2020
2920,01/05/2020
2921,02/05/2020
2922,02/05/2020
2923,02/05/2020
2924,02/05/2020
2925,02/05/2020
2926,02/05/2020
2927,02/05/2020
2928,02/05/2020
2929,02/05/2020
2930,02/05/2020
2931,02/05/2020
2932,02/05/2020
2933,02/05/2020
2934,02/05/2020
2935,02/05/2020
2936,02/05/2020
2937,02/05/2020
2938,02/05/2020
2939,02/05/2020
2940,02/05/2020
2941,02/05/2020
2942,02/05/2020
2943,02/05/2020
2944,02/05/2020
2945,03/05/2020
2946,03/05/2020
2947,03/05/2020
2948,03/05/2020
2949,03/05/2020
2950,03/05/2020
2951,03/05/2020
2952,03/05/2020
2953,03/05/2020
2954,03/05/2020
2955,03/05/2020
2956,03/05/2020
2957,03/05/2020
2958,03/05/2020
2959,03/05/2020
2960,03/05/2020
2961,03/05/2020
2962,03/05/2020
2963,03/05/2020
2964,03/05/2020
2965,03/05/2020
2966,03/05/2020
2967,03/05/2020
2968,03/05/2020
2969,04/05/2020
2970,04/05/2020
2971,04/05/2020
2972,04/05/2020
2973,04/05/2020
2974,04/05/2020
2975,04/05/2020
2976,04/05/2020
2977,04/05/2020
2978,04/05/2020
2979,04/05/2020
2980,04/05/2020
2981,04/05/2020
2982,04/05/2020
2983,04/05/2020
2984,04/05/2020
2985,04/05/2020
2986,04/05/2020
2987,04/05/2020
2988,04/05/2020
2989,04/05/2020
2990,04/05/2020
2991,04/05/2020
2992,04/05/2020
2993,05/05/2020
2994,05/05/2020
2995,05/05/2020
2996,05/05/2020
2997,05/05/2020
2998,05/05/2020
2999,05/05/2020
3000,05/05/2020
3001,05/05/2020
3002,05/05/2020
3003,05/05/2020
3004,05/05/2020
3005,05/05/2020
3006,05/05/2020
3007,05/05/2020
3008,05/05/2020
3009,05/05/2020
3010,05/05/2020
3011,05/05/2020
3012,05/05/2020
3013,05/05/2020
3014,05/05/2020
3015,05/05/2020
3016,05/05/2020
3017,06/05/2020
3018,06/05/2020
3019,06/05/2020
3020,06/05/2020
3021,06/05/2020
3022,06/05/2020
3023,06/05/2020
3024,06/05/2020
3025,06/05/2020
3026,06/05/2020
3027,06/05/2020
3028,06/05/2020
3029,06/05/2020
3030,06/05/2020
3031,06/05/2020
3032,06/05/2020
3033,06/05/2020
3034,06/05/2020
3035,06/05/2020
3036,06/05/2020
3037,06/05/2020
3038,06/05/2020
3039,06/05/2020
3040,06/05/2020
3041,07/05/2020
3042,07/05/2020
3043,07/05/2020
3044,07/05/2020
3045,07/05/2020
3046,07/05/2020
3047,07/05/2020
3048,07/05/2020
3049,07/05/2020
3050,07/05/2020
3051,07/05/2020
3052,07/05/2020
3053,07/05/2020
3054,07/05/2020
3055,07/05/2020
3056,07/05/2020
3057,07/05/2020
3058,07/05/2020
3059,07/05/2020
3060,07/05/2020
3061,07/05/2020
3062,07/05/2020
3063,07/05/2020
3064,07/05/2020
3065,08/05/2020
3066,08/05/2020
3067,08/05/2020
3068,08/05/2020
3069,08/05/2020
3070,08/05/2020
3071,08/05/2020
3072,08/05/2020
3073,08/05/2020
3074,08/05/2020
3075,08/05/2020
3076,08/05/2020
3077,08/05/2020
3078,08/05/2020
3079,08/05/2020
3080,08/05/2020
3081,08/05/2020
3082,08/05/2020
3083,08/05/2020
3084,08/05/2020
3085,08/05/2020
3086,08/05/2020
3087,08/05/2020
3088,08/05/2020
3089,09/05/2020
3090,09/05/2020
3091,09/05/2020
3092,09/05/2020
3093,09/05/2020
3094,09/05/2020
3095,09/05/2020
3096,09/05/2020
3097,09/05/2020
3098,09/05/2020
3099,09/05/2020
3100,09/05/2020
3101,09/05/2020
3102,09/05/2020
3103,09/05/2020
3104,09/05/2020
3105,09/05/2020
3106,09/05/2020
3107,09/05/2020
3108,09/05/2020
3109,09/05/2020
3110,09/05/2020
3111,09/05/2020
3112,09/05/2020
3113,10/05/2020
3114,10/05/2020
3115,10/05/2020
3116,10/05/2020
3117,10/05/2020
3118,10/05/2020
3119,10/05/2020
3120,10/05/2020
3121,10/05/2020
3122,10/05/2020
3123,10/05/2020
3124,10/05/2020
3125,10/05/2020
3126,10/05/2020
3127,10/05/2020
3128,10/05/2020
3129,10/05/2020
3130,10/05/2020
3131,10/05/2020
3132,10/05/2020
3133,10/05/2020
3134,10/05/2020
3135,10/05/2020
3136,10/05/2020
3137,11/05/2020
3138,11/05/2020
3139,11/05/2020
3140,11/05/2020
3141,11/05/2020
3142,11/05/2020
3143,11/05/2020
3144,11/05/2020
3145,11/05/2020
3146,11/05/2020
3147,11/05/2020
3148,11/05/2020
3149,11/05/2020
3150,11/05/2020
3151,11/05/2020
3152,11/05/2020
3153,11/05/2020
3154,11/05/2020
3155,11/05/2020
3156,11/05/2020
3157,11/05/2020
3158,11/05/2020
3159,11/05/2020
3160,11/05/2020
3161,12/05/2020
3162,12/05/2020
3163,12/05/2020
3164,12/05/2020
3165,12/05/2020
3166,12/05/2020
3167,12/05/2020
3168,12/05/2020
3169,12/05/2020
3170,12/05/2020
3171,12/05/2020
3172,12/05/2020
3173,12/05/2020
3174,12/05/2020
3175,12/05/2020
3176,12/05/2020
3177,12/05/2020
3178,12/05/2020
3179,12/05/2020
3180,12/05/2020
3181,12/05/2020
3182,12/05/2020
3183,12/05/2020
3184,12/05/2020
3185,13/05/2020
3186,13/05/2020
3187,13/05/2020
3188,13/05/2020
3189,13/05/2020
3190,13/05/2020
3191,13/05/2020
3192,13/05/2020
3193,13/05/2020
3194,13/05/2020
3195,13/05/2020
3196,13/05/2020
3197,13/05/2020
3198,13/05/2020
3199,13/05/2020
3200,13/05/2020
3201,13/05/2020
3202,13/05/2020
3203,13/05/2020
3204,13/05/2020
3205,13/05/2020
3206,13/05/2020
3207,13/05/2020
3208,13/05/2020
3209,14/05/2020
3210,14/05/2020
3211,14/05/2020
3212,14/05/2020
3213,14/05/2020
3214,14/05/2020
3215,14/05/2020
3216,14/05/2020
3217,14/05/2020
3218,14/05/2020
3219,14/05/2020
3220,14/05/2020
3221,14/05/2020
3222,14/05/2020
3223,14/05/2020
3224,14/05/2020
3225,14/05/2020
3226,14/05/2020
3227,14/05/2020
3228,14/05/2020
3229,14/05/2020
3230,14/05/2020
3231,14/05/2020
3232,14/05/2020
3233,15/05/2020
3234,15/05/2020
3235,15/05/2020
3236,15/05/2020
3237,15/05/2020
3238,15/05/2020
3239,15/05/2020
3240,15/05/2020
3241,15/05/2020
3242,15/05/2020
3243,15/05/2020
3244,15/05/2020
3245,15/05/2020
3246,15/05/2020
3247,15/05/2020
3248,15/05/2020
3249,15/05/2020
3250,15/05/2020
3251,15/05/2020
3252,15/05/2020
3253,15/05/2020
3254,15/05/2020
3255,15/05/2020
3256,15/05/2020
3257,16/05/2020
3258,16/05/2020
3259,16/05/2020
3260,16/05/2020
3261,16/05/2020
3262,16/05/2020
3263,16/05/2020
3264,16/05/2020
3265,16/05/2020
3266,16/05/2020
3267,16/05/2020
3268,16/05/2020
3269,16/05/2020
3270,16/05/2020
3271,16/05/2020
3272,16/05/2020
3273,16/05/2020
3274,16/05/2020
3275,16/05/2020
3276,16/05/2020
3277,16/05/2020
3278,16/05/2020
3279,16/05/2020
3280,16/05/2020
3281,17/05/2020
3282,17/05/2020
3283,17/05/2020
3284,17/05/2020
3285,17/05/2020
3286,17/05/2020
3287,17/05/2020
3288,17/05/2020
3289,17/05/2020
3290,17/05/2020
3291,17/05/2020
3292,17/05/2020
3293,17/05/2020
3294,17/05/2020
3295,17/05/2020
3296,17/05/2020
3297,17/05/2020
3298,17/05/2020
3299,17/05/2020
3300,17/05/2020
3301,17/05/2020
3302,17/05/2020
3303,17/05/2020
3304,17/05/2020
3305,18/05/2020
3306,18/05/2020
3307,18/05/2020
3308,18/05/2020
3309,18/05/2020
3310,18/05/2020
3311,18/05/2020
3312,18/05/2020
3313,18/05/2020
3314,18/05/2020
3315,18/05/2020
3316,18/05/2020
3317,18/05/2020
3318,18/05/2020
3319,18/05/2020
3320,18/05/2020
3321,18/05/2020
3322,18/05/2020
3323,18/05/2020
3324,18/05/2020
3325,18/05/2020
3326,18/05/2020
3327,18/05/2020
3328,18/05/2020
3329,19/05/2020
3330,19/05/2020
3331,19/05/2020
3332,19/05/2020
3333,19/05/2020
3334,19/05/2020
3335,19/05/2020
3336,19/05/2020
3337,19/05/2020
3338,19/05/2020
3339,19/05/2020
3340,19/05/2020
3341,19/05/2020
3342,19/05/2020
3343,19/05/2020
3344,19/05/2020
3345,19/05/2020
3346,19/05/2020
3347,19/05/2020
3348,19/05/2020
3349,19/05/2020
3350,19/05/2020
3351,19/05/2020
3352,19/05/2020
3353,20/05/2020
3354,20/05/2020
3355,20/05/2020
3356,20/05/2020
3357,20/05/2020
3358,20/05/2020
3359,20/05/2020
3360,20/05/2020
3361,20/05/2020
3362,20/05/2020
3363,20/05/2020
3364,20/05/2020
3365,20/05/2020
3366,20/05/2020
3367,20/05/2020
3368,20/05/2020
3369,20/05/2020
3370,20/05/2020
3371,20/05/2020
3372,20/05/2020
3373,20/05/2020
3374,20/05/2020
3375,20/05/2020
3376,20/05/2020
3377,21/05/2020
3378,21/05/2020
3379,21/05/2020
3380,21/05/2020
3381,21/05/2020
3382,21/05/2020
3383,21/05/2020
3384,21/05/2020
3385,21/05/2020
3386,21/05/2020
3387,21/05/2020
3388,21/05/2020
3389,21/05/2020
3390,21/05/2020
3391,21/05/2020
3392,21/05/2020
3393,21/05/2020
3394,21/05/2020
3395,21/05/2020
3396,21/05/2020
3397,21/05/2020
3398,21/05/2020
3399,21/05/2020
3400,21/05/2020
3401,22/05/2020
3402,22/05/2020
3403,22/05/2020
3404,22/05/2020
3405,22/05/2020
3406,22/05/2020
3407,22/05/2020
3408,22/05/2020
3409,22/05/2020
3410,22/05/2020
3411,22/05/2020
3412,22/05/2020
3413,22/05/2020
3414,22/05/2020
3415,22/05/2020
3416,22/05/2020
3417,22/05/2020
3418,22/05/2020
3419,22/05/2020
3420,22/05/2020
3421,22/05/2020
3422,22/05/2020
3423,22/05/2020
3424,22/05/2020
3425,23/05/2020
3426,23/05/2020
3427,23/05/2020
3428,23/05/2020
3429,23/05/2020
3430,23/05/2020
3431,23/05/2020
3432,23/05/2020
3433,23/05/2020
3434,23/05/2020
3435,23/05/2020
3436,23/05/2020
3437,23/05/2020
3438,23/05/2020
3439,23/05/2020
3440,23/05/2020
3441,23/05/2020
3442,23/05/2020
3443,23/05/2020
3444,23/05/2020
3445,23/05/2020
3446,23/05/2020
3447,23/05/2020
3448,23/05/2020
3449,24/05/2020
3450,24/05/2020
3451,24/05/2020
3452,24/05/2020
3453,24/05/2020
3454,24/05/2020
3455,24/05/2020
3456,24/05/2020
3457,24/05/2020
3458,24/05/2020
3459,24/05/2020
3460,24/05/2020
3461,24/05/2020
3462,24/05/2020
3463,24/05/2020
3464,24/05/2020
3465,24/05/2020
3466,24/05/2020
3467,24/05/2020
3468,24/05/2020
3469,24/05/2020
3470,24/05/2020
3471,24/05/2020
3472,24/05/2020
3473,25/05/2020
3474,25/05/2020
3475,25/05/2020
3476,25/05/2020
3477,25/05/2020
3478,25/05/2020
3479,25/05/2020
3480,25/05/2020
3481,25/05/2020
3482,25/05/2020
3483,25/05/2020
3484,25/05/2020
3485,25/05/2020
3486,25/05/2020
3487,25/05/2020
3488,25/05/2020
3489,25/05/2020
3490,25/05/2020
3491,25/05/2020
3492,25/05/2020
3493,25/05/2020
3494,25/05/2020
3495,25/05/2020
3496,25/05/2020
3497,26/05/2020
3498,26/05/2020
3499,26/05/2020
3500,26/05/2020
3501,26/05/2020
3502,26/05/2020
3503,26/05/2020
3504,26/05/2020
3505,26/05/2020
3506,26/05/2020
3507,26/05/2020
3508,26/05/2020
3509,26/05/2020
3510,26/05/2020
3511,26/05/2020
3512,26/05/2020
3513,26/05/2020
3514,26/05/2020
3515,26/05/2020
3516,26/05/2020
3517,26/05/2020
3518,26/05/2020
3519,26/05/2020
3520,26/05/2020
3521,27/05/2020
3522,27/05/2020
3523,27/05/2020
3524,27/05/2020
3525,27/05/2020
3526,27/05/2020
3527,27/05/2020
3528,27/05/2020
3529,27/05/2020
3530,27/05/2020
3531,27/05/2020
3532,27/05/2020
3533,27/05/2020
3534,27/05/2020
3535,27/05/2020
3536,27/05/2020
3537,27/05/2020
3538,27/05/2020
3539,27/05/2020
3540,27/05/2020
3541,27/05/2020
3542,27/05/2020
3543,27/05/2020
3544,27/05/2020
3545,28/05/2020
3546,28/05/2020
3547,28/05/2020
3548,28/05/2020
3549,28/05/2020
3550,28/05/2020
3551,28/05/2020
3552,28/05/2020
3553,28/05/2020
3554,28/05/2020
3555,28/05/2020
3556,28/05/2020
3557,28/05/2020
3558,28/05/2020
3559,28/05/2020
3560,28/05/2020
3561,28/05/2020
3562,28/05/2020
3563,28/05/2020
3564,28/05/2020
3565,28/05/2020
3566,28/05/2020
3567,28/05/2020
3568,28/05/2020
3569,29/05/2020
3570,29/05/2020
3571,29/05/2020
3572,29/05/2020
3573,29/05/2020
3574,29/05/2020
3575,29/05/2020
3576,29/05/2020
3577,29/05/2020
3578,29/05/2020
3579,29/05/2020
3580,29/05/2020
3581,29/05/2020
3582,29/05/2020
3583,29/05/2020
3584,29/05/2020
3585,29/05/2020
3586,29/05/2020
3587,29/05/2020
3588,29/05/2020
3589,29/05/2020
3590,29/05/2020
3591,29/05/2020
3592,29/05/2020
3593,30/05/2020
3594,30/05/2020
3595,30/05/2020
3596,30/05/2020
3597,30/05/2020
3598,30/05/2020
3599,30/05/2020
3600,30/05/2020
3601,30/05/2020
3602,30/05/2020
3603,30/05/2020
3604,30/05/2020
3605,30/05/2020
3606,30/05/2020
3607,30/05/2020
3608,30/05/2020
3609,30/05/2020
3610,30/05/2020
3611,30/05/2020
3612,30/05/2020
3613,30/05/2020
3614,30/05/2020
3615,30/05/2020
3616,30/05/2020
3617,31/05/2020
3618,31/05/2020
3619,31/05/2020
3620,31/05/2020
3621,31/05/2020
3622,31/05/2020
3623,31/05/2020
3624,31/05/2020
3625,31/05/2020
3626,31/05/2020
3627,31/05/2020
3628,31/05/2020
3629,31/05/2020
3630,31/05/2020
3631,31/05/2020
3632,31/05/2020
3633,31/05/2020
3634,31/05/2020
3635,31/05/2020
3636,31/05/2020
3637,31/05/2020
3638,31/05/2020
3639,31/05/2020
3640,31/05/2020
3641,01/06/2020
3642,01/06/2020
3643,01/06/2020
3644,01/06/2020
3645,01/06/2020
3646,01/06/2020
3647,01/06/2020
3648,01/06/2020
3649,01/06/2020
3650,01/06/2020
3651,01/06/2020
3652,01/06/2020
3653,01/06/2020
3654,01/06/2020
3655,01/06/2020
3656,01/06/2020
3657,01/06/2020
3658,01/06/2020
3659,01/06/2020
3660,01/06/2020
3661,01/06/2020
3662,01/06/2020
3663,01/06/2020
3664,01/06/2020
3665,02/06/2020
3666,02/06/2020
3667,02/06/2020
3668,02/06/2020
3669,02/06/2020
3670,02/06/2020
3671,02/06/2020
3672,02/06/2020
3673,02/06/2020
3674,02/06/2020
3675,02/06/2020
3676,02/06/2020
3677,02/06/2020
3678,02/06/2020
3679,02/06/2020
3680,02/06/2020
3681,02/06/2020
3682,02/06/2020
3683,02/06/2020
3684,02/06/2020
3685,02/06/2020
3686,02/06/2020
3687,02/06/2020
3688,02/06/2020
3689,03/06/2020
3690,03/06/2020
3691,03/06/2020
3692,03/06/2020
3693,03/06/2020
3694,03/06/2020
3695,03/06/2020
3696,03/06/2020
3697,03/06/2020
3698,03/06/2020
3699,03/06/2020
3700,03/06/2020
3701,03/06/2020
3702,03/06/2020
3703,03/06/2020
3704,03/06/2020
3705,03/06/2020
3706,03/06/2020
3707,03/06/2020
3708,03/06/2020
3709,03/06/2020
3710,03/06/2020
3711,03/06/2020
3712,03/06/2020
3713,04/06/2020
3714,04/06/2020
3715,04/06/2020
3716,04/06/2020
3717,04/06/2020
3718,04/06/2020
3719,04/06/2020
3720,04/06/2020
3721,04/06/2020
3722,04/06/2020
3723,04/06/2020
3724,04/06/2020
3725,04/06/2020
3726,04/06/2020
3727,04/06/2020
3728,04/06/2020
3729,04/06/2020
3730,04/06/2020
3731,04/06/2020
3732,04/06/2020
3733,04/06/2020
3734,04/06/2020
3735,04/06/2020
3736,04/06/2020
3737,05/06/2020
3738,05/06/2020
3739,05/06/2020
3740,05/06/2020
3741,05/06/2020
3742,05/06/2020
3743,05/06/2020
3744,05/06/2020
3745,05/06/2020
3746,05/06/2020
3747,05/06/2020
3748,05/06/2020
3749,05/06/2020
3750,05/06/2020
3751,05/06/2020
3752,05/06/2020
3753,05/06/2020
3754,05/06/2020
3755,05/06/2020
3756,05/06/2020
3757,05/06/2020
3758,05/06/2020
3759,05/06/2020
3760,05/06/2020
3761,06/06/2020
3762,06/06/2020
3763,06/06/2020
3764,06/06/2020
3765,06/06/2020
3766,06/06/2020
3767,06/06/2020
3768,06/06/2020
3769,06/06/2020
3770,06/06/2020
3771,06/06/2020
3772,06/06/2020
3773,06/06/2020
3774,06/06/2020
3775,06/06/2020
3776,06/06/2020
3777,06/06/2020
3778,06/06/2020
3779,06/06/2020
3780,06/06/2020
3781,06/06/2020
3782,06/06/2020
3783,06/06/2020
3784,06/06/2020
3785,07/06/2020
3786,07/06/2020
3787,07/06/2020
3788,07/06/2020
3789,07/06/2020
3790,07/06/2020
3791,07/06/2020
3792,07/06/2020
3793,07/06/2020
3794,07/06/2020
3795,07/06/2020
3796,07/06/2020
3797,07/06/2020
3798,07/06/2020
3799,07/06/2020
3800,07/06/2020
3801,07/06/2020
3802,07/06/2020
3803,07/06/2020
3804,07/06/2020
3805,07/06/2020
3806,07/06/2020
3807,07/06/2020
3808,07/06/2020
3809,08/06/2020
3810,08/06/2020
3811,08/06/2020
3812,08/06/2020
3813,08/06/2020
3814,08/06/2020
3815,08/06/2020
3816,08/06/2020
3817,08/06/2020
3818,08/06/2020
3819,08/06/2020
3820,08/06/2020
3821,08/06/2020
3822,08/06/2020
3823,08/06/2020
3824,08/06/2020
3825,08/06/2020
3826,08/06/2020
3827,08/06/2020
3828,08/06/2020
3829,08/06/2020
3830,08/06/2020
3831,08/06/2020
3832,08/06/2020
3833,09/06/2020
3834,09/06/2020
3835,09/06/2020
3836,09/06/2020
3837,09/06/2020
3838,09/06/2020
3839,09/06/2020
3840,09/06/2020
3841,09/06/2020
3842,09/06/2020
3843,09/06/2020
3844,09/06/2020
3845,09/06/2020
3846,09/06/2020
3847,09/06/2020
3848,09/06/2020
3849,09/06/2020
3850,09/06/2020
3851,09/06/2020
3852,09/06/2020
3853,09/06/2020
3854,09/06/2020
3855,09/06/2020
3856,09/06/2020
3857,10/06/2020
3858,10/06/2020
3859,10/06/2020
3860,10/06/2020
3861,10/06/2020
3862,10/06/2020
3863,10/06/2020
3864,10/06/2020
3865,10/06/2020
3866,10/06/2020
3867,10/06/2020
3868,10/06/2020
3869,10/06/2020
3870,10/06/2020
3871,10/06/2020
3872,10/06/2020
3873,10/06/2020
3874,10/06/2020
3875,10/06/2020
3876,10/06/2020
3877,10/06/2020
3878,10/06/2020
3879,10/06/2020
3880,10/06/2020
3881,11/06/2020
3882,11/06/2020
3883,11/06/2020
3884,11/06/2020
3885,11/06/2020
3886,11/06/2020
3887,11/06/2020
3888,11/06/2020
3889,11/06/2020
3890,11/06/2020
3891,11/06/2020
3892,11/06/2020
3893,11/06/2020
3894,11/06/2020
3895,11/06/2020
3896,11/06/2020
3897,11/06/2020
3898,11/06/2020
3899,11/06/2020
3900,11/06/2020
3901,11/06/2020
3902,11/06/2020
3903,11/06/2020
3904,11/06/2020
3905,12/06/2020
3906,12/06/2020
3907,12/06/2020
3908,12/06/2020
3909,12/06/2020
3910,12/06/2020
3911,12/06/2020
3912,12/06/2020
3913,12/06/2020
3914,12/06/2020
3915,12/06/2020
3916,12/06/2020
3917,12/06/2020
3918,12/06/2020
3919,12/06/2020
3920,12/06/2020
3921,12/06/2020
3922,12/06/2020
3923,12/06/2020
3924,12/06/2020
3925,12/06/2020
3926,12/06/2020
3927,12/06/2020
3928,12/06/2020
3929,13/06/2020
3930,13/06/2020
3931,13/06/2020
3932,13/06/2020
3933,13/06/2020
3934,13/06/2020
3935,13/06/2020
3936,13/06/2020
3937,13/06/2020
3938,13/06/2020
3939,13/06/2020
3940,13/06/2020
3941,13/06/2020
3942,13/06/2020
3943,13/06/2020
3944,13/06/2020
3945,13/06/2020
3946,13/06/2020
3947,13/06/2020
3948,13/06/2020
3949,13/06/2020
3950,13/06/2020
3951,13/06/2020
3952,13/06/2020
3953,14/06/2020
3954,14/06/2020
3955,14/06/2020
3956,14/06/2020
3957,14/06/2020
3958,14/06/2020
3959,14/06/2020
3960,14/06/2020
3961,14/06/2020
3962,14/06/2020
3963,14/06/2020
3964,14/06/2020
3965,14/06/2020
3966,14/06/2020
3967,14/06/2020
3968,14/06/2020
3969,14/06/2020
3970,14/06/2020
3971,14/06/2020
3972,14/06/2020
3973,14/06/2020
3974,14/06/2020
3975,14/06/2020
3976,14/06/2020
3977,15/06/2020
3978,15/06/2020
3979,15/06/2020
3980,15/06/2020
3981,15/06/2020
3982,15/06/2020
3983,15/06/2020
3984,15/06/2020
3985,15/06/2020
3986,15/06/2020
3987,15/06/2020
3988,15/06/2020
3989,15/06/2020
3990,15/06/2020
3991,15/06/2020
3992,15/06/2020
3993,15/06/2020
3994,15/06/2020
3995,15/06/2020
3996,15/06/2020
3997,15/06/2020
3998,15/06/2020
3999,15/06/2020
4000,15/06/2020
4001,16/06/2020
4002,16/06/2020
4003,16/06/2020
4004,16/06/2020
4005,16/06/2020
4006,16/06/2020
4007,16/06/2020
4008,16/06/2020
4009,16/06/2020
4010,16/06/2020
4011,16/06/2020
4012,16/06/2020
4013,16/06/2020
4014,16/06/2020
4015,16/06/2020
4016,16/06/2020
4017,16/06/2020
4018,16/06/2020
4019,16/06/2020
4020,16/06/2020
4021,16/06/2020
4022,16/06/2020
4023,16/06/2020
4024,16/06/2020
4025,17/06/2020
4026,17/06/2020
4027,17/06/2020
4028,17/06/2020
4029,17/06/2020
4030,17/06/2020
4031,17/06/2020
4032,17/06/2020
4033,17/06/2020
4034,17/06/2020
4035,17/06/2020
4036,17/06/2020
4037,17/06/2020
4038,17/06/2020
4039,17/06/2020
4040,17/06/2020
4041,17/06/2020
4042,17/06/2020
4043,17/06/2020
4044,17/06/2020
4045,17/06/2020
4046,17/06/2020
4047,17/06/2020
4048,17/06/2020
4049,18/06/2020
4050,18/06/2020
4051,18/06/2020
4052,18/06/2020
4053,18/06/2020
4054,18/06/2020
4055,18/06/2020
4056,18/06/2020
4057,18/06/2020
4058,18/06/2020
4059,18/06/2020
4060,18/06/2020
4061,18/06/2020
4062,18/06/2020
4063,18/06/2020
4064,18/06/2020
4065,18/06/2020
4066,18/06/2020
4067,18/06/2020
4068,18/06/2020
4069,18/06/2020
4070,18/06/2020
4071,18/06/2020
4072,18/06/2020
4073,19/06/2020
4074,19/06/2020
4075,19/06/2020
4076,19/06/2020
4077,19/06/2020
4078,19/06/2020
4079,19/06/2020
4080,19/06/2020
4081,19/06/2020
4082,19/06/2020
4083,19/06/2020
4084,19/06/2020
4085,19/06/2020
4086,19/06/2020
4087,19/06/2020
4088,19/06/2020
4089,19/06/2020
4090,19/06/2020
4091,19/06/2020
4092,19/06/2020
4093,19/06/2020
4094,19/06/2020
4095,19/06/2020
4096,19/06/2020
4097,20/06/2020
4098,20/06/2020
4099,20/06/2020
4100,20/06/2020
4101,20/06/2020
4102,20/06/2020
4103,20/06/2020
4104,20/06/2020
4105,20/06/2020
4106,20/06/2020
4107,20/06/2020
4108,20/06/2020
4109,20/06/2020
4110,20/06/2020
4111,20/06/2020
4112,20/06/2020
4113,20/06/2020
4114,20/06/2020
4115,20/06/2020
4116,20/06/2020
4117,20/06/2020
4118,20/06/2020
4119,20/06/2020
4120,20/06/2020
4121,21/06/2020
4122,21/06/2020
4123,21/06/2020
4124,21/06/2020
4125,21/06/2020
4126,21/06/2020
4127,21/06/2020
4128,21/06/2020
4129,21/06/2020
4130,21/06/2020
4131,21/06/2020
4132,21/06/2020
4133,21/06/2020
4134,21/06/2020
4135,21/06/2020
4136,21/06/2020
4137,21/06/2020
4138,21/06/2020
4139,21/06/2020
4140,21/06/2020
4141,21/06/2020
4142,21/06/2020
4143,21/06/2020
4144,21/06/2020
4145,22/06/2020
4146,22/06/2020
4147,22/06/2020
4148,22/06/2020
4149,22/06/2020
4150,22/06/2020
4151,22/06/2020
4152,22/06/2020
4153,22/06/2020
4154,22/06/2020
4155,22/06/2020
4156,22/06/2020
4157,22/06/2020
4158,22/06/2020
4159,22/06/2020
4160,22/06/2020
4161,22/06/2020
4162,22/06/2020
4163,22/06/2020
4164,22/06/2020
4165,22/06/2020
4166,22/06/2020
4167,22/06/2020
4168,22/06/2020
4169,23/06/2020
4170,23/06/2020
4171,23/06/2020
4172,23/06/2020
4173,23/06/2020
4174,23/06/2020
4175,23/06/2020
4176,23/06/2020
4177,23/06/2020
4178,23/06/2020
4179,23/06/2020
4180,23/06/2020
4181,23/06/2020
4182,23/06/2020
4183,23/06/2020
4184,23/06/2020
4185,23/06/2020
4186,23/06/2020
4187,23/06/2020
4188,23/06/2020
4189,23/06/2020
4190,23/06/2020
4191,23/06/2020
4192,23/06/2020
4193,24/06/2020
4194,24/06/2020
4195,24/06/2020
4196,24/06/2020
4197,24/06/2020
4198,24/06/2020
4199,24/06/2020
4200,24/06/2020
4201,24/06/2020
4202,24/06/2020
4203,24/06/2020
4204,24/06/2020
4205,24/06/2020
4206,24/06/2020
4207,24/06/2020
4208,24/06/2020
4209,24/06/2020
4210,24/06/2020
4211,24/06/2020
4212,24/06/2020
4213,24/06/2020
4214,24/06/2020
4215,24/06/2020
4216,24/06/2020
4217,25/06/2020
4218,25/06/2020
4219,25/06/2020
4220,25/06/2020
4221,25/06/2020
4222,25/06/2020
4223,25/06/2020
4224,25/06/2020
4225,25/06/2020
4226,25/06/2020
4227,25/06/2020
4228,25/06/2020
4229,25/06/2020
4230,25/06/2020
4231,25/06/2020
4232,25/06/2020
4233,25/06/2020
4234,25/06/2020
4235,25/06/2020
4236,25/06/2020
4237,25/06/2020
4238,25/06/2020
4239,25/06/2020
4240,25/06/2020
4241,26/06/2020
4242,26/06/2020
4243,26/06/2020
4244,26/06/2020
4245,26/06/2020
4246,26/06/2020
4247,26/06/2020
4248,26/06/2020
4249,26/06/2020
4250,26/06/2020
4251,26/06/2020
4252,26/06/2020
4253,26/06/2020
4254,26/06/2020
4255,26/06/2020
4256,26/06/2020
4257,26/06/2020
4258,26/06/2020
4259,26/06/2020
4260,26/06/2020
4261,26/06/2020
4262,26/06/2020
4263,26/06/2020
4264,26/06/2020
4265,27/06/2020
4266,27/06/2020
4267,27/06/2020
4268,27/06/2020
4269,27/06/2020
4270,27/06/2020
4271,27/06/2020
4272,27/06/2020
4273,27/06/2020
4274,27/06/2020
4275,27/06/2020
4276,27/06/2020
4277,27/06/2020
4278,27/06/2020
4279,27/06/2020
4280,27/06/2020
4281,27/06/2020
4282,27/06/2020
4283,27/06/2020
4284,27/06/2020
4285,27/06/2020
4286,27/06/2020
4287,27/06/2020
4288,27/06/2020
4289,28/06/2020
4290,28/06/2020
4291,28/06/2020
4292,28/06/2020
4293,28/06/2020
4294,28/06/2020
